,facility1,facility2,facility3,facility4,facility5,facility6,facility7,facility8,facility9,facility10,facility11,facility12,facility13,facility14,facility15,facility16,facility17,facility18,facility19,facility20,facility21
9187,9187,Parking, Gymnasium, Multipurpose hall, Playground, Security, Jogging Track, Minimart,na,na,na,na,na,na,na,Near KTM/LRT, Cooking Allowed,na,na,na,na
9188,9188,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
9189,9189,Barbeque area, Parking, Swimming Pool, Security,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
9190,9190,Playground, Gymnasium, Parking, Security, Swimming Pool,na,na,na,na,na,na,na,na,na,Air-Cond,na,na,na,na,na
9191,9191,Parking, Security, Lift, Playground, Minimart, Multipurpose hall, Jogging Track,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
9192,9192,Security, Parking, Playground,na,na,na,na,na,na,na,na,na,na,na,Near KTM/LRT, Cooking Allowed,na,na,na,na
9193,9193,Playground, Swimming Pool, Jogging Track, Barbeque area, Sauna, Multipurpose hall, Parking, Security, Gymnasium, Lift,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
9194,9194,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT,na,na
9195,9195,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9196,9196,Security, Parking, Swimming Pool,na,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
9197,9197,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9198,9198,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9199,9199,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9200,9200,Minimart, Playground, Security, Swimming Pool, Parking, Gymnasium,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9201,9201,Parking, Security, Playground, Minimart, Swimming Pool, Gymnasium, Tennis Court,na,na,na,na,na,na,na,Near KTM/LRT,na,na,na,na,na
9202,9202,Security, Swimming Pool, Parking, Minimart, Jogging Track, Sauna,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9203,9203,Gymnasium, Security, Playground, Parking, Minimart, Swimming Pool, Squash Court,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9204,9204,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track,na,na,Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT,na,na
9205,9205,Swimming Pool, Sauna, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Security,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
9206,9206,Lift, Minimart, Security, Parking, Playground,na,na,na,na,na,na,na,na,na,Near KTM/LRT,na,na,na,na,na
9207,9207,Gymnasium, Barbeque area, Swimming Pool, Parking, Security, Playground,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9208,9208,Parking, Playground, Jogging Track,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
9209,9209,Security, Playground, Parking, Swimming Pool,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9210,9210,Multipurpose hall, Playground, Squash Court, Lift, Sauna, Security, Swimming Pool, Gymnasium, Club house, Parking, Minimart, Jogging Track, Tennis Court, Barbeque area,Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine,na,na
9211,9211,Parking, Jogging Track, Minimart, Swimming Pool, Gymnasium, Sauna, Security, Playground, Lift, Barbeque area, Multipurpose hall, Club house, Tennis Court,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
9212,9212,Gymnasium, Jogging Track, Playground, Barbeque area, Security, Swimming Pool, Parking, Lift, Sauna, Minimart, Multipurpose hall, Club house,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
9213,9213,Playground, Sauna, Parking, Gymnasium, Squash Court, Swimming Pool, Security, Tennis Court, Barbeque area,na,na,na,na,na,unknown,na,na,na,na,na
9214,9214,Swimming Pool, Jogging Track, Multipurpose hall, Parking, Security, Barbeque area, Gymnasium, Playground, Sauna,na,na,na,na,na,Air-Cond, Near KTM/LRT, Cooking Allowed,na,na,na
9215,9215,Gymnasium, Barbeque area, Multipurpose hall, Security, Playground, Jogging Track, Parking, Swimming Pool,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
9216,9216,Security, Minimart, Parking, Swimming Pool,na,na,na,na,na,na,na,na,na,na,Cooking Allowed, Near KTM/LRT, Air-Cond, Washing Machine,na,na
9217,9217,Playground, Squash Court, Gymnasium, Parking, Swimming Pool,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9218,9218,Security, Jogging Track, Barbeque area, Multipurpose hall, Parking, Swimming Pool, Lift, Playground, Tennis Court, Gymnasium, Sauna, Minimart, Club house,na,Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet,na
9219,9219,Parking, Playground, Security, Minimart, Swimming Pool, Gymnasium, Lift,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9220,9220,Parking, Playground, Security, Minimart, Swimming Pool, Gymnasium, Lift,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9221,9221,Barbeque area, Swimming Pool, Security, Gymnasium, Parking, Lift, Playground, Jogging Track, Minimart,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
9222,9222,Minimart, Gymnasium, Security, Playground, Swimming Pool, Parking,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9223,9223,Minimart, Gymnasium, Security, Playground, Swimming Pool, Parking,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9224,9224,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9225,9225,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9226,9226,Security, Parking, Playground, Swimming Pool, Barbeque area, Lift, Gymnasium, Multipurpose hall, Jogging Track,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
9227,9227,Playground, Minimart, Jogging Track, Security, Lift,na,na,na,na,na,na,na,na,na,Cooking Allowed, Near KTM/LRT,na,na,na,na
9228,9228,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9229,9229,Security, Barbeque area, Swimming Pool, Playground, Parking, Lift,na,na,na,na,na,na,na,na,Air-Cond, Near KTM/LRT, Cooking Allowed, Washing Machine,na,na
9230,9230,Parking, Security, Lift, Playground, Swimming Pool,na,na,na,na,na,na,na,na,na,Air-Cond, Near KTM/LRT,na,na,na,na
9231,9231,Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Tennis Court, Squash Court, Lift, Sauna, Club house, Parking, Minimart, Jogging Track, Multipurpose hall,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9232,9232,Parking, Security, Lift, Playground,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
9233,9233,Security, Lift,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9234,9234,Lift,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9235,9235,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Multipurpose hall, Club house, Jogging Track,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT,na,na,na
9236,9236,Parking, Jogging Track, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Club house,na,na,na,unknown,na,na,na,na,na
9237,9237,Parking, Minimart,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9238,9238,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9239,9239,Playground, Jogging Track, Parking,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9240,9240,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9241,9241,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,Cooking Allowed, Near KTM/LRT, Washing Machine,na,na,na
9242,9242,Playground, Barbeque area, Security, Gymnasium, Jogging Track, Lift, Parking, Swimming Pool,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
9243,9243,Swimming Pool, Gymnasium, Parking, Security, Playground, Tennis Court,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
9244,9244,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9245,9245,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9246,9246,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9247,9247,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9248,9248,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9249,9249,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9250,9250,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9251,9251,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9252,9252,Swimming Pool, Barbeque area, Multipurpose hall, Security, Jogging Track, Playground,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
9253,9253,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9254,9254,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9255,9255,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9256,9256,Gymnasium, Security, Parking, Swimming Pool, Jogging Track, Lift, Playground, Minimart, Barbeque area, Sauna,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
9257,9257,Tennis Court, Lift, Club house, Parking, Security, Playground, Barbeque area, Sauna, Minimart, Gymnasium, Squash Court, Multipurpose hall, Swimming Pool, Jogging Track,Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT,na,na
9258,9258,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
9259,9259,Gymnasium, Minimart, Parking, Security, Swimming Pool, Jogging Track, Lift, Playground,na,na,na,na,na,na,unknown,na,na,na,na,na
9260,9260,Security, Playground, Swimming Pool, Barbeque area, Parking, Tennis Court,na,na,na,na,na,na,na,na,Cooking Allowed, Air-Cond,na,na,na,na
9261,9261,Playground, Security, Swimming Pool, Gymnasium, Minimart, Parking,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
9262,9262,Security, Lift, Swimming Pool, Playground, Parking, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track,na,na,Near KTM/LRT,na,na,na,na,na
9263,9263,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
9264,9264,Swimming Pool, Gymnasium, Parking, Security, Multipurpose hall, Lift, Playground, Jogging Track,na,na,na,na,na,na,Cooking Allowed, Air-Cond, Washing Machine, Internet,na,na
9265,9265,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9266,9266,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9267,9267,Security, Minimart, Playground, Squash Court, Swimming Pool, Gymnasium, Sauna, Multipurpose hall, Parking, Barbeque area, Lift,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
9268,9268,Security, Playground, Gymnasium, Tennis Court, Lift, Minimart, Swimming Pool, Parking, Squash Court, Jogging Track,na,na,na,na,unknown,na,na,na,na,na
9269,9269,Security, Minimart, Playground, Swimming Pool, Sauna, Parking, Squash Court,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9270,9270,Parking, Playground, Swimming Pool, Security, Minimart, Gymnasium, Tennis Court, Lift, Jogging Track,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
9271,9271,Lift, Security, Parking, Playground, Multipurpose hall, Jogging Track,na,na,na,na,na,na,na,na,Cooking Allowed, Near KTM/LRT,na,na,na,na
9272,9272,Parking, Lift, Security, Playground,na,na,na,na,na,na,na,na,na,na,Cooking Allowed, Internet,na,na,na,na
9273,9273,Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Tennis Court, Squash Court, Lift, Sauna, Club house, Parking, Minimart, Jogging Track, Multipurpose hall,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9274,9274,Gymnasium, Barbeque area, Security, Playground, Swimming Pool, Tennis Court, Squash Court, Lift, Sauna, Club house, Parking, Minimart, Jogging Track, Multipurpose hall,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9275,9275,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
9276,9276,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Squash Court, Jogging Track, Tennis Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9277,9277,Swimming Pool, Gymnasium, Barbeque area, Sauna, Lift, Security, Parking, Playground, Minimart, Club house, Jogging Track,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
9278,9278,Parking, Security, Swimming Pool, Gymnasium, Barbeque area, Sauna, Minimart, Playground, Tennis Court, Squash Court, Lift, Jogging Track,na,na,unknown,na,na,na,na,na
9279,9279,Parking, Security, Lift, Playground,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed,na,na,na,na
9280,9280,Minimart, Swimming Pool, Jogging Track, Sauna, Security, Playground, Tennis Court, Parking, Barbeque area, Gymnasium, Squash Court, Lift,na,na,unknown,na,na,na,na,na
9281,9281,Playground, Swimming Pool, Security, Gymnasium, Squash Court, Barbeque area, Sauna, Lift, Parking, Jogging Track, Club house,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
9282,9282,Playground, Jogging Track, Parking, Security, Lift,na,na,na,na,na,na,na,na,na,Cooking Allowed,na,na,na,na,na
9283,9283,Playground, Barbeque area, Parking, Security, Swimming Pool,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9284,9284,Parking, Security, Playground,na,na,na,na,na,na,na,na,na,na,na,Air-Cond, Near KTM/LRT, Cooking Allowed,na,na,na
9285,9285,Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Minimart, Club house, Jogging Track,na,na,na,na,na,unknown,na,na,na,na,na
9286,9286,Parking, Gymnasium, Security, Playground, Swimming Pool, Barbeque area, Minimart,na,na,na,na,na,na,na,unknown,na,na,na,na,na
9287,9287,Parking, Playground, Security, Lift, Swimming Pool, Gymnasium, Sauna, Barbeque area, Multipurpose hall, Minimart, Jogging Track, Tennis Court, Squash Court,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
9288,9288,Minimart, Swimming Pool, Parking, Security, Jogging Track, Lift, Playground,na,na,na,na,na,na,na,Cooking Allowed, Near KTM/LRT,na,na,na,na
9289,9289,Barbeque area, Parking, Jogging Track, Playground, Multipurpose hall, Security, Gymnasium, Swimming Pool,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine, Internet, Near KTM/LRT,na
9290,9290,Playground, Swimming Pool, Security, Parking, Lift, Gymnasium, Barbeque area, Multipurpose hall,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Washing Machine,na,na,na
9291,9291,Lift, Swimming Pool, Gymnasium,na,na,na,na,na,na,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine,na,na
9292,9292,Playground, Security, Barbeque area, Parking, Swimming Pool, Gymnasium, Jogging Track, Squash Court, Multipurpose hall,na,na,na,na,na,Air-Cond, Near KTM/LRT, Washing Machine,na,na,na
9293,9293,Parking, Swimming Pool, Gymnasium, Security, Playground, Lift, Minimart, Barbeque area, Jogging Track,na,na,na,na,na,unknown,na,na,na,na,na
9294,9294,Parking, Security, Lift, Playground, Minimart, Jogging Track, Multipurpose hall,na,na,na,na,na,na,na,Cooking Allowed, Washing Machine,na,na,na,na
9295,9295,Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9296,9296,Parking, Security, Playground, Minimart, Tennis Court, Swimming Pool, Gymnasium, Lift, Jogging Track,na,na,na,na,na,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9297,9297,Playground, Security, Gymnasium, Sauna, Parking, Lift, Swimming Pool, Multipurpose hall, Minimart, Barbeque area,na,na,na,na,unknown,na,na,na,na,na
9298,9298,Club house, Minimart, Swimming Pool, Barbeque area, Parking, Security, Playground, Gymnasium, Lift, Sauna, Multipurpose hall, Squash Court, Tennis Court, Jogging Track,Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet,na
9299,9299,unknown,na,na,na,na,na,na,na,na,na,na,na,na,na,unknown,na,na,na,na,na
